CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C13899,1851.37,1.00,6006.79,5506.81,499.98,0.00,1.00,1.00,0.92,0.00,0,93,7600,5389.67,586.24,0.08,12
C13900,692.29,1.00,200.00,200.00,0.00,299.71,0.10,0.10,0.00,0.10,1,2,9950,816.24,157.89,0.00,10
C13901,163.34,0.55,460.95,460.95,0.00,0.00,0.08,0.08,0.00,0.00,0,2,1500,162.94,77.60,0.00,12
C13902,182.71,0.91,2463.21,1295.84,1167.37,0.00,1.00,1.00,1.00,0.00,0,44,9500,2362.52,115.02,0.44,12
C13903,483.26,1.00,3228.30,3228.30,0.00,0.00,0.42,0.42,0.00,0.00,0,34,600,3304.35,476.30,0.17,12
C13904,3676.23,1.00,2743.35,1299.63,1443.72,1095.48,1.00,0.67,0.92,0.08,1,78,6000,1859.09,1075.57,0.00,12
C13905,242.16,1.00,686.00,686.00,0.00,0.00,0.25,0.25,0.00,0.00,0,5,1600,79.55,142.16,0.00,12
C13906,19.28,0.73,428.90,0.00,428.90,0.00,0.58,0.00,0.42,0.00,0,7,10500,418.80,72.66,0.20,12
C13907,2.48,0.17,115.70,115.70,0.00,0.00,0.33,0.33,0.00,0.00,0,2,4500,0.00,,0.00,6
C13908,3515.50,1.00,2864.32,1215.93,1648.39,2880.21,1.00,0.58,1.00,0.42,40,91,5500,3362.14,1988.15,0.00,12
C13909,199.68,0.36,287.40,0.00,287.40,0.00,1.00,0.00,1.00,0.00,0,12,4500,1110.40,69.69,0.00,12
C13910,5218.92,1.00,100.01,0.00,100.01,491.33,0.08,0.00,0.08,0.17,3,1,6000,1299.68,1252.86,0.00,12
C13911,1565.98,0.82,1677.26,614.85,1062.41,0.00,0.75,0.17,0.75,0.00,0,22,4500,7364.97,815.30,0.44,12
C13912,2672.20,0.91,0.00,0.00,0.00,1347.65,0.00,0.00,0.00,0.33,4,0,7500,5983.26,1143.32,0.09,12
C13913,166.44,0.45,797.58,797.58,0.00,0.00,0.08,0.08,0.00,0.00,0,1,9500,2402.68,207.67,0.00,12
C13914,14100.25,1.00,4995.80,3403.11,1592.69,20712.67,1.00,1.00,0.33,0.83,36,34,16500,20418.33,21235.07,0.00,12
C13915,1819.41,1.00,5671.86,2086.05,3585.81,0.00,1.00,0.42,1.00,0.00,0,58,6000,834.97,540.28,0.00,12
C13916,0.00,0.00,178.80,0.00,178.80,0.00,1.00,0.00,1.00,0.00,0,12,1900,0.00,,0.00,12
C13917,19.57,0.91,310.25,310.25,0.00,0.00,0.83,0.83,0.00,0.00,0,13,5500,322.93,80.01,0.70,12
C13918,175.64,1.00,0.00,0.00,0.00,54.18,0.00,0.00,0.00,0.08,2,0,1800,324.11,209.43,0.00,12
C13919,923.12,0.91,224.40,224.40,0.00,1845.48,0.08,0.08,0.00,0.33,8,3,1700,2232.43,467.57,0.00,12
C13920,1885.89,1.00,675.69,675.69,0.00,232.70,0.42,0.42,0.00,0.17,3,5,2000,657.01,577.72,0.00,12
C13921,1045.46,0.90,946.29,705.69,240.60,886.27,0.90,0.30,0.70,0.30,6,27,1500,2138.81,729.76,0.00,10
C13922,2875.67,1.00,0.00,0.00,0.00,740.86,0.00,0.00,0.00,0.25,8,0,3000,729.06,1821.34,0.00,12
C13923,28.05,0.64,824.27,0.00,824.27,0.00,1.00,0.00,1.00,0.00,0,26,2500,673.03,68.55,0.33,12
C13924,396.38,1.00,286.74,52.49,234.25,0.00,0.75,0.08,0.67,0.00,0,15,1000,232.78,187.57,0.00,12
C13925,1641.25,0.73,0.00,0.00,0.00,2990.17,0.00,0.00,0.00,0.17,4,0,3000,4399.72,500.28,0.14,12
C13926,2421.11,0.90,0.00,0.00,0.00,3701.78,0.00,0.00,0.00,0.30,8,0,3000,1607.74,521.65,0.00,10
C13927,890.63,0.91,756.73,756.73,0.00,0.00,0.42,0.42,0.00,0.00,0,9,3000,1964.58,276.85,0.00,12
C13928,57.41,1.00,338.50,338.50,0.00,0.00,0.17,0.17,0.00,0.00,0,2,7000,354.36,199.27,0.13,12
C13929,2013.17,1.00,60.00,60.00,0.00,4621.71,0.08,0.08,0.00,0.67,20,1,3500,3428.74,657.06,0.10,12
C13930,4859.26,1.00,0.00,0.00,0.00,4835.13,0.00,0.00,0.00,0.50,12,0,8000,1126.66,1204.41,0.00,12
C13931,224.20,1.00,1522.91,990.17,532.74,0.00,1.00,1.00,1.00,0.00,0,60,7500,1306.49,201.00,0.33,12
C13932,26.03,0.64,299.79,0.00,299.79,0.00,0.33,0.00,0.25,0.00,0,4,7500,308.32,86.67,0.30,12
C13933,2673.77,1.00,435.00,435.00,0.00,3667.84,0.18,0.18,0.00,0.18,2,3,5000,1143.64,586.54,0.00,11
C13934,1863.79,1.00,0.00,0.00,0.00,1998.06,0.00,0.00,0.00,0.08,1,0,3000,749.52,439.86,0.00,12
C13935,14.84,0.55,170.09,0.00,170.09,0.00,0.45,0.00,0.45,0.00,0,10,7000,190.96,73.38,0.50,11
C13936,2012.05,1.00,1279.21,242.91,1036.30,196.59,1.00,0.33,1.00,0.08,1,50,4500,656.98,862.50,0.00,12
C13937,1110.05,1.00,0.00,0.00,0.00,569.88,0.00,0.00,0.00,0.08,1,0,3500,3544.92,554.98,0.08,12
C13938,726.78,1.00,5497.04,5497.04,0.00,0.00,0.58,0.58,0.00,0.00,0,33,1700,4207.96,193.42,0.25,12
C13939,1812.61,0.73,0.00,0.00,0.00,2804.29,0.00,0.00,0.00,0.08,1,0,9000,961.99,951.72,0.00,12
C13940,43.20,1.00,324.00,324.00,0.00,0.00,1.00,1.00,0.00,0.00,0,12,1800,350.50,189.59,0.30,12
C13941,1771.44,1.00,1176.00,0.00,1176.00,0.00,1.00,0.00,1.00,0.00,0,12,1700,1350.02,2973.25,0.00,12
C13942,521.38,0.91,0.00,0.00,0.00,1001.61,0.00,0.00,0.00,0.17,3,0,1150,1220.26,146.17,0.10,12
C13943,604.82,1.00,764.00,331.00,433.00,796.64,0.92,0.17,0.92,0.33,7,25,10500,1984.66,215.41,0.08,12
C13944,680.67,1.00,8040.78,2946.69,5094.09,0.00,1.00,0.67,1.00,0.00,0,66,7000,6331.74,194.17,0.83,12
C13945,2336.99,1.00,190.56,190.56,0.00,4066.42,0.17,0.17,0.00,0.58,10,4,3500,8319.65,1423.87,0.25,12
C13946,40.48,1.00,452.61,0.00,452.61,0.00,1.00,0.00,0.92,0.00,0,18,5000,426.40,178.83,0.82,12
C13947,1382.38,1.00,77.91,0.00,77.91,300.53,0.08,0.00,0.08,0.17,2,1,2500,639.36,397.79,0.00,12
C13948,8539.31,1.00,0.00,0.00,0.00,4070.45,0.00,0.00,0.00,0.50,8,0,11000,2459.24,2081.69,0.00,12
C13949,509.87,0.45,31.89,31.89,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1500,1396.03,237.75,0.00,12
C13950,1008.86,1.00,1392.83,1392.83,0.00,0.00,0.33,0.33,0.00,0.00,0,7,9000,1265.87,274.01,0.00,12
C13951,723.17,1.00,2095.14,238.00,1857.14,0.00,0.75,0.17,0.58,0.00,0,25,5000,1509.48,283.14,0.00,12
C13952,1.03,0.09,59.66,0.00,59.66,0.00,0.08,0.00,0.08,0.00,0,1,1700,0.00,,0.00,12
C13953,126.14,1.00,0.00,0.00,0.00,1170.27,0.00,0.00,0.00,0.08,2,0,1200,1131.54,78.85,0.08,12
C13954,975.64,0.82,6897.56,0.00,6897.56,0.00,0.50,0.00,0.50,0.00,0,6,6150,8337.88,6703.88,0.27,12
C13955,1129.28,1.00,1211.42,0.00,1211.42,0.00,1.00,0.00,1.00,0.00,0,42,4000,3390.83,341.40,0.33,12
C13956,2306.31,1.00,359.96,0.00,359.96,2843.48,0.92,0.00,0.92,0.33,6,11,4000,1482.82,2056.43,0.00,12
C13957,883.84,1.00,187.47,0.00,187.47,0.00,0.75,0.00,0.67,0.00,0,9,1000,263.63,434.73,0.00,12
C13958,874.57,1.00,385.70,316.70,69.00,289.82,0.42,0.33,0.17,0.17,2,8,2000,357.97,231.85,0.00,12
C13959,444.76,0.64,3734.70,3734.70,0.00,0.00,0.33,0.33,0.00,0.00,0,7,4000,5808.86,180.41,0.50,12
C13960,0.00,0.00,1200.00,1200.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2500,14229.88,,0.00,12
C13961,332.65,1.00,770.00,0.00,770.00,0.00,0.58,0.00,0.50,0.00,0,7,5500,558.75,216.86,0.00,12
C13962,101.68,1.00,610.34,86.00,524.34,0.00,1.00,0.17,1.00,0.00,0,40,1500,324.92,152.88,0.09,12
C13964,4143.07,1.00,1074.27,1074.27,0.00,190.24,0.75,0.75,0.00,0.17,3,21,6000,926.81,1175.93,0.00,12
C13965,42.69,0.91,708.00,326.00,382.00,0.00,0.75,0.17,0.50,0.00,0,20,3000,755.30,149.31,0.63,12
C13966,146.26,1.00,3139.97,2499.22,640.75,0.00,1.00,1.00,0.92,0.00,0,41,5000,2990.93,176.66,0.83,12
C13967,3876.78,1.00,0.00,0.00,0.00,4269.02,0.00,0.00,0.00,0.25,11,0,7500,1342.58,939.67,0.00,12
C13968,1593.36,1.00,2298.49,684.20,1614.29,554.60,1.00,0.42,1.00,0.25,3,53,4500,1082.09,347.21,0.00,12
C13969,933.28,1.00,182.55,0.00,182.55,2304.73,0.25,0.00,0.17,0.42,7,3,2500,1755.16,248.14,0.00,12
C13970,58.17,0.18,438.87,438.87,0.00,0.00,0.08,0.08,0.00,0.00,0,1,7500,1748.47,270.53,0.00,12
C13971,2514.90,1.00,3172.38,1653.16,1519.22,656.11,1.00,0.92,0.92,0.17,2,41,6800,2646.26,692.04,0.00,12
C13972,1513.76,1.00,70.00,70.00,0.00,0.00,0.18,0.18,0.00,0.00,0,2,1700,2085.05,3812.36,0.00,11
C13973,80.01,1.00,1548.37,28.58,1519.79,0.00,0.92,0.08,0.75,0.00,0,21,9500,1105.37,149.98,0.70,12
C13974,93.10,1.00,160.00,160.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,5200,633.18,491.72,0.10,12
C13975,458.96,0.36,492.72,0.00,492.72,0.00,1.00,0.00,1.00,0.00,0,12,6000,2111.79,199.92,0.00,12
C13977,1386.71,1.00,0.00,0.00,0.00,699.80,0.00,0.00,0.00,0.33,7,0,1500,848.63,520.08,0.00,12
C13978,4564.86,1.00,1701.13,1322.61,378.52,0.00,1.00,0.92,0.83,0.00,0,39,12000,1205.11,1141.31,0.00,12
C13979,1709.35,1.00,339.00,339.00,0.00,0.00,0.17,0.17,0.00,0.00,0,4,2000,612.68,476.11,0.00,12
C13980,94.84,1.00,1027.84,93.00,934.84,0.00,1.00,0.08,1.00,0.00,0,28,18000,1041.28,173.92,0.42,12
C13981,6204.26,1.00,0.00,0.00,0.00,2344.90,0.00,0.00,0.00,0.17,8,0,7500,1381.41,2173.99,0.00,12
C13982,64.68,1.00,363.71,363.71,0.00,0.00,1.00,1.00,0.00,0.00,0,12,6000,343.10,171.00,0.08,12
C13983,24.30,0.64,230.47,0.00,230.47,0.00,0.50,0.00,0.50,0.00,0,7,4000,0.00,,0.00,12
C13984,2271.79,1.00,0.00,0.00,0.00,2866.56,0.00,0.00,0.00,0.25,5,0,8000,327.59,365.82,0.00,8
C13985,5000.83,1.00,3310.39,3072.89,237.50,2019.87,0.75,0.67,0.33,0.08,1,28,7500,2633.43,2412.44,0.00,12
C13986,3723.72,1.00,0.00,0.00,0.00,1138.46,0.00,0.00,0.00,0.33,6,0,4500,930.29,978.02,0.00,12
C13987,348.07,1.00,695.00,695.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,4000,470.85,179.77,0.00,12
C13988,846.38,1.00,8397.44,6812.04,1585.40,0.00,1.00,1.00,1.00,0.00,0,118,10000,8067.50,202.62,1.00,12
C13989,39.56,0.36,45.65,45.65,0.00,0.00,0.08,0.08,0.00,0.00,0,1,3000,831.29,237.53,0.00,12
C13990,3492.06,1.00,0.00,0.00,0.00,522.55,0.00,0.00,0.00,0.09,1,0,12500,1349.87,790.53,0.00,11
C13991,719.43,1.00,734.40,180.00,554.40,0.00,0.58,0.08,0.50,0.00,0,8,1000,285.48,282.06,0.00,12
C13992,1184.92,0.90,306.00,234.00,72.00,1314.44,0.40,0.20,0.30,0.20,8,7,3000,500.83,672.89,0.00,10
C13993,4285.12,1.00,4235.03,4235.03,0.00,0.00,0.83,0.83,0.00,0.00,0,29,10000,1660.33,1243.97,0.00,12
C13994,989.45,1.00,429.97,420.32,9.65,1029.78,0.88,0.50,0.50,0.25,4,13,1500,195.37,179.64,0.00,8
C13995,3126.11,1.00,3357.24,2197.01,1160.23,0.00,1.00,1.00,1.00,0.00,0,154,7000,1149.61,707.17,0.00,12
C13996,3912.34,1.00,2080.66,672.48,1408.18,1829.71,1.00,0.17,1.00,0.17,5,42,6000,1017.90,888.47,0.00,12
C13997,469.38,1.00,5117.56,2562.27,2555.29,0.00,1.00,1.00,1.00,0.00,0,81,4300,5270.80,216.41,0.33,12
C13998,3543.91,1.00,1362.92,0.00,1362.92,0.00,1.00,0.00,1.00,0.00,0,15,7500,1026.71,1039.06,0.00,12
C13999,1218.21,0.82,0.00,0.00,0.00,4467.67,0.00,0.00,0.00,0.36,12,0,2500,3341.01,385.31,0.00,11
C14000,680.08,1.00,636.41,106.01,530.40,2525.74,1.00,0.08,1.00,0.25,10,19,12000,310.00,266.06,0.00,12
C14001,1431.45,1.00,0.00,0.00,0.00,1414.87,0.00,0.00,0.00,0.08,1,0,1500,235.64,442.60,0.00,12
C14002,131.76,1.00,789.43,787.48,1.95,0.00,1.00,1.00,0.08,0.00,0,14,5000,2023.91,187.64,0.92,12
C14003,35.99,0.64,294.00,0.00,294.00,0.00,0.50,0.00,0.42,0.00,0,6,1200,502.28,188.70,0.33,12
C14004,128.51,0.45,0.00,0.00,0.00,490.12,0.00,0.00,0.00,0.08,1,0,1200,199.42,83.29,0.00,12
C14005,3985.64,1.00,20.00,20.00,0.00,1306.18,0.08,0.08,0.00,0.33,5,1,6000,1203.18,1148.85,0.00,12
C14006,1726.13,1.00,223.95,223.95,0.00,265.02,0.08,0.08,0.00,0.08,1,1,5000,1734.84,533.85,0.00,12
C14007,948.94,1.00,678.94,201.40,477.54,0.00,1.00,0.17,1.00,0.00,0,44,2000,1750.39,612.06,0.08,12
C14008,71.98,1.00,1000.00,1000.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1200,93.43,20.89,0.00,12
C14009,32.90,1.00,391.50,0.00,391.50,0.00,0.75,0.00,0.75,0.00,0,9,6500,405.25,162.81,0.73,12
C14010,3822.56,1.00,1000.00,1000.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,5000,1160.57,1336.76,0.00,12
C14011,580.18,1.00,759.50,85.00,674.50,995.02,0.83,0.17,0.75,0.33,5,24,4000,1194.43,1174.27,0.08,12
C14012,9.44,0.36,127.14,127.14,0.00,0.00,0.17,0.17,0.00,0.00,0,2,4000,0.00,,0.00,12
C14013,1509.53,1.00,0.00,0.00,0.00,1784.02,0.00,0.00,0.00,0.25,5,0,3500,513.39,518.48,0.00,12
C14014,1288.90,0.73,0.00,0.00,0.00,3233.15,0.00,0.00,0.00,0.18,3,0,3500,4919.07,409.28,0.29,11
C14015,4825.45,1.00,5855.46,5855.46,0.00,0.00,0.83,0.83,0.00,0.00,0,26,7000,3866.08,1232.55,0.00,12
C14016,5797.67,1.00,0.00,0.00,0.00,4639.20,0.00,0.00,0.00,0.67,12,0,6000,1936.75,2327.03,0.00,12
C14017,10.25,0.09,0.00,0.00,0.00,690.67,0.00,0.00,0.00,0.08,3,0,1200,0.00,,0.00,12
C14018,6928.72,1.00,18.35,0.00,18.35,14836.45,0.42,0.00,0.42,0.08,1,5,18000,22281.70,1592.56,0.09,12
C14019,1725.89,1.00,0.00,0.00,0.00,753.22,0.00,0.00,0.00,0.25,3,0,1700,1169.76,2116.15,0.00,12
C14020,475.68,1.00,5421.73,5421.73,0.00,0.00,1.00,1.00,0.00,0.00,0,34,10500,5510.90,183.86,1.00,12
C14021,961.37,1.00,0.00,0.00,0.00,1124.28,0.00,0.00,0.00,0.17,2,0,1200,275.73,564.59,0.00,12
C14022,1364.26,1.00,0.00,0.00,0.00,252.99,0.00,0.00,0.00,0.08,1,0,1500,513.01,313.51,0.00,12
C14023,113.63,0.27,798.00,798.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,5000,4372.01,84.49,0.00,12
C14024,9.91,0.91,202.30,0.00,202.30,0.00,0.91,0.00,0.82,0.00,0,10,1500,195.63,150.09,0.00,11
C14026,26.51,0.91,400.91,115.61,285.30,0.00,0.58,0.08,0.42,0.00,0,19,2500,465.18,147.89,0.50,12
C14027,157.67,0.86,1263.51,87.00,1176.51,0.00,0.71,0.14,0.43,0.00,0,8,10000,1458.71,101.80,1.00,7
C14028,2336.36,1.00,924.19,0.00,924.19,432.26,1.00,0.00,1.00,0.17,2,48,2500,874.59,845.45,0.00,12
C14029,316.10,1.00,89.96,0.00,89.96,0.00,0.42,0.00,0.42,0.00,0,5,4700,301.15,202.37,0.00,12
C14030,453.86,1.00,238.75,0.00,238.75,0.00,0.57,0.00,0.57,0.00,0,6,1500,94.01,106.44,0.00,7
C14031,1914.09,1.00,538.85,487.50,51.35,0.00,0.42,0.42,0.17,0.00,0,9,2000,1022.91,980.07,0.00,12
C14032,9061.32,1.00,0.00,0.00,0.00,366.08,0.00,0.00,0.00,0.08,1,0,10000,2524.11,4676.18,0.00,12
C14033,3239.14,1.00,3018.68,3018.68,0.00,4157.65,0.25,0.25,0.00,0.50,9,6,5500,3369.40,703.05,0.08,12
C14034,2450.10,1.00,0.00,0.00,0.00,657.53,0.00,0.00,0.00,0.08,1,0,3000,692.95,606.93,0.00,12
C14035,342.36,0.82,633.66,65.96,567.70,367.52,0.50,0.08,0.33,0.08,1,6,4500,1625.06,155.29,0.27,12
C14036,8983.12,1.00,0.00,0.00,0.00,3517.85,0.00,0.00,0.00,0.25,5,0,12500,1943.32,3319.72,0.00,12
C14037,2275.53,1.00,1343.65,1262.29,81.36,0.00,1.00,0.67,1.00,0.00,0,25,3000,718.56,563.56,0.00,12
C14038,54.33,1.00,346.02,0.00,346.02,0.00,0.92,0.00,0.75,0.00,0,11,4500,237.84,136.71,0.33,12
C14039,984.14,1.00,599.58,590.00,9.58,0.00,0.33,0.33,0.08,0.00,0,5,3000,782.95,204.15,0.00,12
C14040,2732.55,1.00,1043.03,308.97,734.06,123.47,1.00,0.50,1.00,0.08,1,53,3000,1691.35,1051.04,0.00,12
C14041,5795.17,1.00,0.00,0.00,0.00,7363.30,0.00,0.00,0.00,0.25,3,0,12500,7570.03,1489.46,0.00,12
C14042,2944.16,1.00,12.22,12.22,0.00,244.69,0.08,0.08,0.00,0.17,2,1,3000,628.31,1288.70,0.00,12
C14043,1693.84,1.00,2439.98,1373.89,1066.09,1068.61,1.00,0.75,1.00,0.33,7,45,5500,1474.68,507.97,0.00,12
C14044,189.99,0.67,369.00,0.00,369.00,991.10,0.67,0.00,0.50,0.17,1,6,2500,292.58,101.34,0.00,6
C14045,1690.35,1.00,0.00,0.00,0.00,1359.18,0.00,0.00,0.00,0.17,4,0,3500,373.74,640.42,0.00,12
C14046,3048.01,1.00,1271.34,1239.42,31.92,0.00,0.75,0.75,0.08,0.00,0,24,3200,1216.28,1864.45,0.00,12
C14047,419.49,1.00,450.00,450.00,0.00,1365.17,0.08,0.08,0.00,0.17,3,1,9500,4275.76,152.38,0.00,12
C14048,2997.98,1.00,35131.16,34087.73,1043.43,0.00,1.00,1.00,0.83,0.00,0,344,12000,28896.67,767.01,0.75,12
C14049,44.64,0.73,640.00,0.00,640.00,0.00,0.91,0.00,0.82,0.00,0,10,6000,596.48,76.80,0.00,11
C14050,5643.99,1.00,6141.58,5070.48,1071.10,1003.76,1.00,0.92,1.00,0.33,6,92,13000,11514.84,1494.58,0.00,12
C14051,2713.75,1.00,0.00,0.00,0.00,318.04,0.00,0.00,0.00,0.33,4,0,3000,664.64,880.43,0.00,12
C14052,95.60,1.00,101.97,101.97,0.00,97.92,0.25,0.25,0.00,0.17,3,3,3000,306.96,174.33,0.00,12
C14053,1679.43,1.00,0.00,0.00,0.00,75.84,0.00,0.00,0.00,0.17,2,0,1800,243.50,4511.44,0.00,12
C14054,14.44,1.00,163.90,0.00,163.90,0.00,1.00,0.00,0.91,0.00,0,11,1500,138.78,152.47,0.78,11
C14055,8260.83,1.00,3709.71,2420.76,1288.95,2379.46,1.00,0.67,1.00,0.83,47,79,8500,6847.48,7793.87,0.00,12
C14056,4899.64,1.00,0.00,0.00,0.00,424.45,0.00,0.00,0.00,0.27,5,0,5000,880.26,1651.42,0.00,11
C14057,138.60,1.00,1333.90,663.90,670.00,0.00,0.75,0.58,0.33,0.00,0,14,7500,1000.80,142.44,0.33,12
C14058,4.16,1.00,70.56,0.00,70.56,0.00,1.00,0.00,1.00,0.00,0,12,6000,54.60,41.07,0.22,12
C14059,592.42,1.00,6228.01,3454.70,2773.31,0.00,1.00,1.00,1.00,0.00,0,117,4500,6052.32,169.98,1.00,12
C14060,1211.90,1.00,0.00,0.00,0.00,119.38,0.00,0.00,0.00,0.08,2,0,1200,413.58,938.75,0.00,12
C14061,8.59,0.55,512.59,352.50,160.09,0.00,0.50,0.08,0.33,0.00,0,10,2500,908.19,67.46,0.25,12
C14062,32.61,0.45,545.88,545.88,0.00,0.00,0.25,0.25,0.00,0.00,0,4,2000,1100.89,150.87,0.50,12
C14063,174.21,0.36,0.00,0.00,0.00,956.09,0.00,0.00,0.00,0.08,1,0,1200,238.07,200.25,0.00,12
C14064,147.77,0.36,1328.94,1328.94,0.00,0.00,0.17,0.17,0.00,0.00,0,4,4000,4606.17,107.75,1.00,12
C14065,349.86,1.00,3200.50,2097.88,1102.62,0.00,1.00,1.00,1.00,0.00,0,50,7000,3119.53,192.90,1.00,12
C14066,816.77,1.00,7967.04,7839.22,127.82,0.00,1.00,1.00,0.42,0.00,0,81,10000,8455.31,193.56,1.00,12
C14067,3177.23,1.00,5877.73,5430.68,447.05,0.00,1.00,1.00,1.00,0.00,0,100,6000,6686.89,1475.60,0.00,12
C14068,14.23,0.55,259.83,0.00,259.83,0.00,0.58,0.00,0.42,0.00,0,7,7000,357.27,143.33,1.00,12
C14069,117.02,0.91,625.94,625.94,0.00,0.00,0.55,0.55,0.00,0.00,0,6,11000,627.76,206.75,0.14,11
C14070,330.24,0.64,0.00,0.00,0.00,930.46,0.00,0.00,0.00,0.08,1,0,6500,2048.98,325.88,0.20,12
C14071,1087.57,1.00,564.54,357.90,206.64,0.00,0.75,0.08,0.67,0.00,0,16,1400,443.20,473.45,0.00,12
C14072,409.59,1.00,190.00,190.00,0.00,1986.43,0.17,0.17,0.00,0.33,6,2,11500,299.92,173.80,0.00,12
C14073,3.14,0.18,16.00,16.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,5500,656.05,120.44,1.00,12
C14074,1957.71,1.00,276.76,0.00,276.76,0.00,0.33,0.00,0.33,0.00,0,4,3000,566.11,403.52,0.00,12
C14075,75.94,0.55,856.44,856.44,0.00,0.00,0.27,0.27,0.00,0.00,0,3,2300,426.89,69.07,0.00,11
C14076,1459.52,1.00,393.82,134.07,259.75,0.00,0.92,0.25,0.83,0.00,0,35,1500,438.60,848.38,0.00,12
C14077,1033.50,1.00,21.75,0.00,21.75,1238.75,0.08,0.00,0.08,0.33,5,1,3000,255.78,489.81,0.00,12
C14078,2255.06,0.91,122.99,100.00,22.99,0.00,0.17,0.08,0.08,0.00,0,2,9000,3737.84,630.36,0.09,12
C14079,1798.04,1.00,0.00,0.00,0.00,478.84,0.00,0.00,0.00,0.08,1,0,6300,1192.61,564.72,0.00,12
C14080,179.21,1.00,1526.42,1526.42,0.00,0.00,1.00,1.00,0.00,0.00,0,26,13500,1482.29,190.94,0.92,12
C14081,1119.46,1.00,266.68,0.00,266.68,0.00,0.17,0.00,0.17,0.00,0,2,1400,1041.41,668.50,0.00,12
C14082,2046.40,1.00,3976.40,3298.79,677.61,0.00,1.00,0.83,0.42,0.00,0,23,7000,3413.23,513.76,0.00,12
C14083,472.53,0.55,358.20,0.00,358.20,1818.82,0.50,0.00,0.42,0.08,2,6,2500,485.18,308.73,0.50,12
C14084,1894.99,1.00,0.00,0.00,0.00,1930.27,0.00,0.00,0.00,0.17,2,0,5500,767.32,438.91,0.00,12
C14085,1066.88,1.00,0.00,0.00,0.00,215.63,0.00,0.00,0.00,0.25,6,0,1200,222.80,263.19,0.00,12
C14086,4896.22,1.00,0.00,0.00,0.00,396.23,0.00,0.00,0.00,0.25,3,0,5000,1288.70,1828.72,0.00,12
C14087,57.94,1.00,440.00,0.00,440.00,0.00,0.92,0.00,0.92,0.00,0,11,6500,462.52,188.77,1.00,12
C14088,501.45,1.00,1199.46,447.00,752.46,0.00,0.83,0.17,0.67,0.00,0,17,6500,495.24,183.43,0.00,12
C14089,1422.85,1.00,159.46,159.46,0.00,0.00,0.10,0.10,0.00,0.00,0,3,1600,468.12,304.82,0.00,10
C14090,423.97,0.45,0.00,0.00,0.00,1677.79,0.00,0.00,0.00,0.33,4,0,1500,316.45,110.83,0.00,12
C14091,3894.24,1.00,1201.70,0.00,1201.70,995.06,0.58,0.00,0.58,0.08,2,7,4000,1734.24,3618.94,0.00,12
C14092,19.73,0.82,220.90,0.00,220.90,0.00,0.75,0.00,0.75,0.00,0,9,2500,275.40,145.95,0.89,12
C14094,0.00,0.09,0.00,0.00,0.00,96.59,0.00,0.00,0.00,0.08,1,0,1500,1359.02,13.81,0.18,12
C14095,1126.94,1.00,0.00,0.00,0.00,86.44,0.00,0.00,0.00,0.17,2,0,1200,353.90,231.58,0.00,12
C14096,8121.78,1.00,231.14,52.44,178.70,2992.21,1.00,0.08,1.00,0.25,18,14,12000,2143.67,2870.33,0.00,12
C14097,54.10,0.73,185.99,44.99,141.00,0.00,0.33,0.08,0.25,0.00,0,5,4000,367.31,128.44,0.00,12
C14098,58.31,0.33,0.00,0.00,0.00,839.11,0.00,0.00,0.00,0.17,5,0,1200,2616.22,53.87,1.00,6
C14099,2552.60,1.00,550.62,0.00,583.95,0.00,1.00,0.00,0.92,0.00,0,24,3000,478.63,1080.35,0.00,12
C14100,437.40,1.00,1936.22,1538.97,397.25,396.57,1.00,1.00,0.92,0.08,1,34,4000,2449.27,190.13,0.00,12
C14101,5523.18,0.89,0.00,0.00,0.00,4104.98,0.00,0.00,0.00,0.56,5,0,6500,4355.05,1018.17,0.00,9
C14102,2088.29,1.00,0.00,0.00,0.00,1110.06,0.00,0.00,0.00,0.17,2,0,6000,476.67,567.62,0.00,12
C14103,162.85,1.00,1326.72,1023.27,303.45,0.00,0.67,0.67,0.17,0.00,0,26,6000,967.49,146.02,0.14,12
C14104,263.47,0.45,0.00,0.00,0.00,837.68,0.00,0.00,0.00,0.18,2,0,1700,279.75,186.82,0.00,11
C14105,1030.50,1.00,25.26,25.26,0.00,0.00,0.17,0.17,0.00,0.00,0,2,3000,1135.36,237.28,0.00,12
C14106,1420.11,1.00,393.63,393.63,0.00,0.00,0.42,0.42,0.00,0.00,0,8,1500,473.83,617.15,0.00,12
C14107,6.11,0.18,73.64,73.64,0.00,0.00,0.08,0.08,0.00,0.00,0,1,4000,71.93,16.12,0.00,12
